Store,Date,IsHoliday,Temperature,gas_price,discount_promotional,discount_clearance,discount_damaged_good,discount_competitive,CPI,Unemployment
1,2/5/2010,FALSE,59.33,3.36,9667.5,268.29,0.6,8368.15,223.6591137,6.833
1,2/12/2010,TRUE,51.65,3.409,8687.47,1594.87,2.2,2144.87,223.753643,6.833
1,2/19/2010,FALSE,52.39,3.51,2706.87,3128.74,1.88,2396.68,223.9170153,6.833
1,2/26/2010,FALSE,60.12,3.555,6129.28,1802.84,NA,301.48,224.1320199,6.833
1,3/5/2010,FALSE,61.65,3.63,3552.58,601.32,NA,2666.22,224.3470245,6.833
1,3/12/2010,FALSE,60.71,3.669,8368.5,298.46,1.39,1340.29,224.5620291,6.833
1,3/19/2010,FALSE,64,3.734,2588.06,80.89,3.2,909.76,224.7166953,6.833
1,3/26/2010,FALSE,66.53,3.787,737.08,36.1,1.43,92.11,224.7909104,6.833
1,4/2/2010,FALSE,69.36,3.845,825.1,99.83,1.25,113.25,224.8651254,6.833
1,4/9/2010,FALSE,73.01,3.891,4433.71,NA,24.45,1282.3,224.9393405,6.664
1,4/16/2010,FALSE,72.83,3.891,5359.22,1673.42,3,682.03,225.0135556,6.664
1,4/23/2010,FALSE,72.05,3.877,2784.82,130.68,1.75,425.29,225.0689541,6.664
1,4/30/2010,FALSE,73.39,3.814,1178.7,NA,2.95,36.5,225.1243526,6.664
1,5/7/2010,FALSE,79.51,3.749,2430.23,NA,30.92,1159.71,225.1797511,6.664
1,5/14/2010,FALSE,75.19,3.688,3794.95,NA,0.25,813.77,225.2351496,6.664
1,5/21/2010,FALSE,72.38,3.63,3208.73,NA,0.3,143.23,225.2512024,6.664
1,5/28/2010,FALSE,78.58,3.561,3032.03,NA,291.17,536.82,225.2515168,6.664
1,6/4/2010,FALSE,81.55,3.501,2664.55,10,220.03,618.49,225.2518313,6.664
1,6/11/2010,FALSE,81.65,3.452,5770.48,28.6,30.18,283.7,225.2521458,6.664
1,6/18/2010,FALSE,84.66,3.393,2014.47,31.8,1,631.17,225.2644795,6.664
1,6/25/2010,FALSE,82.7,3.346,1843.45,11.2,0.51,421.71,225.3068615,6.664
1,7/2/2010,FALSE,86.42,3.286,2297.32,8,NA,395.28,225.3492435,6.664
1,7/9/2010,FALSE,83.14,3.227,2625.99,30.7,28.16,703.16,225.3916254,6.334
1,7/16/2010,FALSE,82.28,3.256,3196.9,20.8,2.02,302.29,225.4340074,6.334
1,7/23/2010,FALSE,81.38,3.311,1266.72,66.2,3.83,149.62,225.4438827,6.334
1,7/30/2010,FALSE,84.94,3.407,3447.28,31,2.46,1791.7,225.4537579,6.334
1,8/6/2010,FALSE,86.55,3.417,5683.49,37.2,0.04,2484.22,225.4636332,6.334
1,8/13/2010,FALSE,85.85,3.494,3375.44,28.4,2.4,1880.43,225.4735085,6.334
1,8/20/2010,FALSE,87.36,3.571,990.08,44.2,NA,401.46,225.5558664,6.334
1,8/27/2010,FALSE,83.01,3.62,3062.02,26.8,NA,1004.51,225.6925864,6.334
1,9/3/2010,FALSE,85.18,3.638,6599.69,27.8,24.7,1743.76,225.8293063,6.334
1,9/10/2010,TRUE,84.99,3.73,2266.83,19,8.31,419.87,225.9660263,6.334
1,9/17/2010,FALSE,78.36,3.717,3589.7,NA,3.72,2080.29,226.1122067,6.334
1,9/24/2010,FALSE,72.78,3.721,3233.34,1.91,7.69,878.66,226.3151496,6.334
1,10/1/2010,FALSE,77.46,3.666,2493.82,NA,1.5,890.65,226.5180926,6.334
1,10/8/2010,FALSE,72.74,3.617,1750.8,NA,3.01,480.24,226.7210356,6.034
1,10/15/2010,FALSE,70.31,3.601,775.31,NA,2.78,498.54,226.9239785,6.034
1,10/22/2010,FALSE,73.44,3.594,629.25,NA,7.5,75.11,226.9688442,6.034
1,10/29/2010,FALSE,74.66,3.506,370.99,6.35,4,5.94,226.9873637,6.034
1,11/5/2010,FALSE,61.61,3.386,3218.13,420.29,0.55,1498.52,227.0058832,6.034
1,11/12/2010,FALSE,68.72,3.314,2540.75,985.52,0.85,273.23,227.0244026,6.034
1,11/19/2010,FALSE,61.1,3.252,1933.43,197.19,48.6,433.85,227.0569237,6.034
1,11/26/2010,TRUE,61.69,3.211,145.3,NA,54466.91,NA,227.1081136,6.034
1,12/3/2010,FALSE,57.5,3.207,1573.54,NA,1095.99,157.62,227.1593035,6.034
1,12/10/2010,FALSE,65.09,3.198,5342.1,NA,201,317.78,227.2104933,6.034
1,12/17/2010,FALSE,54.72,3.168,1214.46,NA,28,119.11,227.2717348,6.034
1,12/24/2010,FALSE,59.39,3.098,3318.97,NA,10,397.02,227.3932855,6.034
1,12/31/2010,TRUE,51.76,3.108,6542.05,10952.76,70.6,201.38,227.5148363,6.034
1,1/7/2011,FALSE,46.52,3.161,2917.32,7821.32,0.2,171.09,227.6363871,6.108
1,1/14/2011,FALSE,49.83,3.243,2503.67,3395,0.52,160.25,227.7579379,6.108
1,1/21/2011,FALSE,49.09,3.237,659.55,779.95,2.1,43.05,227.7893692,6.108
1,1/28/2011,FALSE,57.85,3.227,524.43,838.33,0.1,19.79,227.7847527,6.108
1,2/4/2011,FALSE,62.81,3.244,2513.52,665.85,30,3221.12,227.7801362,6.108
1,2/11/2011,TRUE,62.77,3.417,29091.04,224.97,163.55,6151.53,227.7755197,6.108
1,2/18/2011,FALSE,57.36,3.475,7962.18,1467.18,NA,940.34,227.814,6.108
1,2/25/2011,FALSE,59.96,3.597,2005.31,1497.57,NA,122.48,227.9602222,6.108
1,3/4/2011,FALSE,54.19,3.711,3805.93,81.37,NA,108.54,228.1064444,6.108
1,3/11/2011,FALSE,57.25,3.658,6458.44,34.88,4,892.51,228.2526667,6.108
1,3/18/2011,FALSE,61.99,3.622,3634.62,NA,1.5,149.77,228.3819613,6.108
1,3/25/2011,FALSE,70.38,3.611,2657.14,NA,246,392.86,228.4689369,6.108
1,4/1/2011,FALSE,60.69,3.606,2177.83,NA,199.96,103.87,228.5559125,6.108
1,4/8/2011,FALSE,65.89,3.583,9649.15,1285.04,316.3,65.46,228.6428882,5.999
1,4/15/2011,FALSE,67.56,3.529,900.72,716.86,53.54,151.17,228.7298638,5.999
1,4/22/2011,FALSE,71.69,3.451,976.83,0.01,60,40.4,228.7298638,5.999
1,4/29/2011,FALSE,65.23,3.417,539.28,NA,60.37,135.01,228.7298638,5.999
1,5/6/2011,FALSE,69.73,3.386,2889.32,13,10.61,496.24,NA,NA
1,5/13/2011,FALSE,68.93,3.392,1455.45,78,27.23,125.67,NA,NA
1,5/20/2011,FALSE,75.33,3.454,3388.65,145,2,321.8,NA,NA
1,5/27/2011,FALSE,81.27,3.494,3234.31,53,136.4,280.23,NA,NA
1,6/3/2011,FALSE,78.99,3.466,3301.63,8.51,144.57,56.15,NA,NA
1,6/10/2011,FALSE,80.11,3.439,3996.14,70.74,160.6,1534.4,NA,NA
1,6/17/2011,FALSE,78.61,3.431,1728.99,94.8,235,433.38,NA,NA
1,6/24/2011,FALSE,82.81,3.479,875.97,117.68,165.2,262.81,NA,NA
1,7/1/2011,FALSE,85.14,3.495,1619.96,444.19,NA,364.24,NA,NA
1,7/8/2011,FALSE,81.59,3.422,3251.59,937.9,310.4,1452.64,NA,NA
1,7/15/2011,FALSE,84.86,3.4,1362.23,645.99,34.5,255.54,NA,NA
1,7/22/2011,FALSE,81.11,3.556,718.43,228.54,37,521.39,NA,NA
1,7/29/2011,FALSE,85.53,3.62,586.26,256.64,NA,88.91,NA,NA
1,8/5/2011,FALSE,43.76,2.598,NA,NA,NA,NA,126.4420645,8.623
1,8/12/2011,FALSE,28.84,2.573,NA,NA,NA,NA,126.4962581,8.623
1,8/19/2011,FALSE,36.45,2.54,NA,NA,NA,NA,126.5262857,8.623
1,8/26/2011,FALSE,41.36,2.59,NA,NA,NA,NA,126.5522857,8.623
1,9/2/2011,FALSE,87.83,3.533,NA,NA,NA,NA,215.7971409,8.2
1,9/9/2011,TRUE,76,3.546,NA,NA,NA,NA,215.861056,8.2
1,9/16/2011,FALSE,79.94,3.526,NA,NA,NA,NA,216.0410526,8.2
1,9/23/2011,FALSE,75.8,3.467,NA,NA,NA,NA,216.3758246,8.2
1,9/30/2011,FALSE,79.69,3.355,NA,NA,NA,NA,216.7105965,8.2
1,10/7/2011,FALSE,69.31,3.285,NA,NA,NA,NA,217.0453684,8.2
1,10/14/2011,FALSE,71.74,3.274,NA,NA,NA,NA,217.3552733,8.2
1,10/21/2011,FALSE,63.71,3.353,NA,NA,NA,NA,217.5159762,8.2
1,10/28/2011,FALSE,66.57,3.372,NA,NA,NA,NA,217.6766791,8.2
1,11/4/2011,FALSE,54.98,3.332,NA,NA,NA,NA,217.837382,8.2
1,11/11/2011,FALSE,59.11,3.297,10382.9,6115.67,215.07,2406.62,217.9980849,8.2
1,11/18/2011,FALSE,62.25,3.308,6074.12,254.39,51.98,427.39,218.2205088,8.2
1,11/25/2011,TRUE,60.14,3.236,410.31,98,55805.51,8,218.4676211,8.099
1,12/2/2011,FALSE,48.91,3.172,5629.51,68,1398.11,2084.64,218.7147333,8.099
1,12/9/2011,FALSE,43.93,3.158,4640.65,19,105.02,3639.42,218.9618456,8.099
1,12/16/2011,FALSE,51.63,3.159,5011.32,67,347.37,225.79,219.1794533,8.099
1,12/23/2011,FALSE,47.96,3.112,2725.36,40.48,634.7,24.9,219.3577216,8.099
1,12/30/2011,TRUE,44.55,3.129,5762.1,46011.38,260.36,983.65,219.5359898,8.099
1,1/6/2012,FALSE,49.01,3.157,6277.39,21813.16,143.1,1450.13,219.7142581,8.099
1,1/13/2012,FALSE,48.53,3.261,5183.29,8025.87,42.24,453.08,219.8925263,8.099
1,1/20/2012,FALSE,54.11,3.268,4139.87,2807.19,33.88,500.62,219.9856893,8.099
1,1/27/2012,FALSE,54.26,3.29,1164.46,1082.74,44,11,220.0788523,8.099
1,2/3/2012,FALSE,56.55,3.36,34577.06,3579.21,160.53,32403.87,220.1720153,8.099
1,2/10/2012,TRUE,48.02,3.409,13925.06,6927.23,101.64,8471.88,220.2651783,8.099
1,2/17/2012,FALSE,45.32,3.51,9873.33,11062.27,9.8,8409.31,220.4257586,8.099
1,2/24/2012,FALSE,57.25,3.555,9349.61,7556.01,3.2,1219.92,220.636902,8.163
1,3/2/2012,FALSE,60.96,3.63,15441.4,1569,10.8,25390.88,220.8480454,8.163
1,3/9/2012,FALSE,58.76,3.669,10331.04,151.88,6,671.43,221.0591887,8.163
1,3/16/2012,FALSE,64.74,3.734,4298.16,7.5,2.02,2724.65,221.2118132,8.163
1,3/23/2012,FALSE,65.93,3.787,6118.56,9.48,4.97,426.72,221.2864126,8.163
1,3/30/2012,FALSE,67.61,3.845,10309.58,0.5,10.25,1654.17,221.3610119,8.163
1,4/6/2012,FALSE,70.43,3.891,10121.97,NA,77.98,3750.59,221.4356112,8.163
1,4/13/2012,FALSE,69.07,3.891,6186.19,3288.69,17.07,1822.55,221.5102105,8.163
1,4/20/2012,FALSE,66.76,3.877,2230.8,612.02,19.75,275.13,221.5640737,8.163
1,4/27/2012,FALSE,67.23,3.814,3221.25,NA,35.49,577.14,221.6179368,8.163
1,5/4/2012,FALSE,75.55,3.749,21290.13,NA,69.89,4977.35,221.6718,8.163
1,5/11/2012,FALSE,73.77,3.688,8351.4,NA,10.52,2443.14,221.7256632,8.163
1,5/18/2012,FALSE,70.33,3.63,6154.14,NA,45.11,1675.49,221.742674,8.163
1,5/25/2012,FALSE,77.22,3.561,4039.39,NA,745.19,1429.96,221.744944,8.163
1,6/1/2012,FALSE,77.95,3.501,6086.21,12,370.51,148.75,221.7472139,8.028
1,6/8/2012,FALSE,78.3,3.452,8813.81,116.8,64.55,2652.04,221.7494839,8.028
1,6/15/2012,FALSE,79.35,3.393,5621.99,109.6,0.25,2420.28,221.7626421,8.028
1,6/22/2012,FALSE,78.39,3.346,8624.56,171.25,3.05,2524.07,221.8030211,8.028
1,6/29/2012,FALSE,84.88,3.286,3965.73,161.6,NA,435.99,221.8434,8.028
1,7/6/2012,FALSE,81.57,3.227,12218.76,94.4,192.83,4066.01,221.8837789,8.028
1,7/13/2012,FALSE,77.12,3.256,7218.13,45.2,36.24,3909.38,221.9241579,8.028
1,7/20/2012,FALSE,80.42,3.311,3213,313.72,9.53,2262.02,221.9327267,8.028
1,7/27/2012,FALSE,82.66,3.407,7146.9,389.02,1.59,10267.54,221.9412954,8.028
1,8/3/2012,FALSE,86.11,3.417,27584.78,119.98,30.23,12007.04,221.9498642,8.028
1,8/10/2012,FALSE,85.05,3.494,11436.22,245,6.85,6964.26,221.9584329,8.028
1,8/17/2012,FALSE,84.85,3.571,3662.06,137.86,4.84,2752.2,222.0384109,8.028
1,8/24/2012,FALSE,77.66,3.62,6237.83,260.06,2.97,3463.03,222.1719457,7.931
1,8/31/2012,FALSE,80.49,3.638,21442.73,102.32,21.7,13209.64,222.3054805,7.931
1,9/7/2012,TRUE,83.96,3.73,5204.68,35.74,50.94,4120.32,222.4390153,7.931
1,9/14/2012,FALSE,74.97,3.717,17212.52,7,18.79,1523.11,222.5820193,7.931
1,9/21/2012,FALSE,69.87,3.721,6352.3,7.64,4.69,1010.06,222.7818386,7.931
1,9/28/2012,FALSE,76.08,3.666,3666.27,7.64,1.65,1417.96,222.9816579,7.931
1,10/5/2012,FALSE,68.55,3.617,8077.89,NA,18.22,3617.43,223.1814772,7.931
1,10/12/2012,FALSE,62.99,3.601,2086.18,NA,8.11,602.36,223.3812965,7.931
1,10/19/2012,FALSE,67.97,3.594,950.33,NA,4.93,80.25,223.4257233,7.931
1,10/26/2012,FALSE,69.16,3.506,2585.85,31.75,6,1057.16,223.4442513,7.931
1,11/2/2012,FALSE,55.32,3.386,6766.44,5147.7,50.82,3639.9,223.4627793,7.931
1,11/9/2012,FALSE,61.24,3.314,11421.32,3370.89,40.28,4646.79,223.4813073,7.931
1,11/16/2012,FALSE,52.92,3.252,9696.28,292.1,103.78,1133.15,223.5129105,7.931
1,11/23/2012,TRUE,56.23,3.211,883.59,4.17,74910.32,209.91,223.5619474,7.852
1,11/30/2012,FALSE,52.34,3.207,2460.03,NA,3838.35,150.57,223.6109842,7.852
1,12/7/2012,FALSE,64.12,3.198,6343.16,NA,270,2928.9,223.6600211,7.852
1,12/14/2012,FALSE,48.89,3.168,3504.83,NA,73.26,1636.8,223.7192767,7.852
1,12/21/2012,FALSE,56.02,3.098,8231.71,NA,274,358.15,223.8398455,7.852
1,12/28/2012,TRUE,44.79,3.108,12659.55,37101.13,174.78,74.46,223.9604143,7.852
1,1/4/2013,FALSE,41.73,3.161,1214.08,25366.33,15.01,72.36,224.080983,7.852
1,1/11/2013,FALSE,50.32,3.243,6520.24,16134.6,12.17,774.55,224.2015518,7.852
1,1/18/2013,FALSE,42.92,3.237,3772.69,3559.46,3.88,246.62,224.2358132,7.852
1,1/25/2013,FALSE,53.37,3.227,965.89,1097.91,0.1,225.36,224.2355518,7.852
1,2/1/2013,FALSE,56.46,3.244,9290.91,1359.9,265,20657.82,224.2352903,7.852
1,2/8/2013,TRUE,56.67,3.417,32355.16,729.8,280.89,20426.61,224.2350289,7.852
1,2/15/2013,FALSE,49.66,3.475,72937.29,6665.52,47.21,13014.67,224.2760526,7.852
1,2/22/2013,FALSE,50.25,3.597,20107.75,3163.89,42.2,15657.3,224.4202895,7.852
1,3/1/2013,FALSE,48.01,3.711,10610.74,261.46,2.8,25.54,224.5645263,7.441
1,3/8/2013,FALSE,50.81,3.658,5000.58,290.46,78.77,606.15,224.7087632,7.441
1,3/15/2013,FALSE,55.33,3.622,3808.13,NA,15.65,2616.6,224.8356808,7.441
1,3/22/2013,FALSE,63.42,3.611,12553.98,NA,495.1,6787.75,224.9193005,7.441
1,3/29/2013,FALSE,51,3.606,13067.46,NA,384.9,122.93,225.0029202,7.441
1,4/5/2013,FALSE,58.59,3.583,12872.34,5687.86,485.97,478.04,225.0865399,7.441
1,4/12/2013,FALSE,62.72,3.529,3672.43,932.58,52.86,949.07,225.1701596,7.441
1,4/19/2013,FALSE,67.1,3.451,3530.36,3.95,107.5,458.76,225.1701596,7.441
1,4/26/2013,FALSE,59.23,3.417,2387.72,NA,98.34,516.28,225.1701596,7.441
1,5/3/2013,FALSE,66.66,3.386,2298.63,2,129.9,55.46,NA,7.441
1,5/10/2013,FALSE,63.9,3.392,4624.61,83.88,42.38,1618.31,NA,7.441
1,5/17/2013,FALSE,69.53,3.454,16170.5,92,8.32,4127.24,NA,7.441
1,5/24/2013,FALSE,77.19,3.494,7959.89,178,1621.47,3152.57,NA,7.441
1,5/31/2013,FALSE,78.02,3.466,2369.77,142.45,475.35,45.55,NA,7.057
1,6/7/2013,FALSE,76.44,3.439,3514.75,742.59,116.15,1015.44,NA,7.057
1,6/14/2013,FALSE,79.86,3.431,12592.32,527.48,402.88,7474.56,NA,7.057
1,6/21/2013,FALSE,81.35,3.479,8104.02,417.99,327.33,5182.25,NA,7.057
1,6/28/2013,FALSE,83.94,3.495,4205.98,796.7,6.84,3816.78,NA,7.057
1,7/5/2013,FALSE,79.85,3.422,7649.99,3503.29,1766.77,9454.96,NA,7.057
1,7/12/2013,FALSE,83.12,3.4,6089.94,1362.42,209.62,2367.42,NA,7.057
1,7/19/2013,FALSE,79.26,3.556,3117.04,1060.39,199.05,1012.3,NA,7.057
1,7/26/2013,FALSE,81.54,3.62,332.17,673.19,1,38.63,NA,7.057
